Engagement_Score,Acquisition_Cost,Actual_ROI,Predicted_ROI,Residuals,Significant_Deviation,Campaign_ID
6,18622.0,7.83,5.013840523735412,2.8161594762645885,True,58411
2,6201.0,7.98,4.985938207318994,2.9940617926810065,True,48174
3,11310.0,7.73,4.997857049086838,2.732142950913162,True,88487
6,8962.0,7.95,4.9900092487102174,2.9599907512897827,True,27637
5,15776.0,2.2,5.007504515858044,-2.807504515858044,True,182682
3,17533.0,7.62,5.013209225534228,2.6067907744657717,True,12046
9,8462.0,2.27,4.986720474860155,-2.7167204748601548,True,50471
4,15177.0,2.18,5.006711869780015,-2.826711869780015,True,72508
5,16885.0,7.95,5.010240425175119,2.9397595748248815,True,49150
1,16972.0,7.64,5.013195416006644,2.626804583993356,True,192950
2,19820.0,7.95,5.0195363578954035,2.9304636421045966,True,104767
7,8919.0,7.69,4.989218077131292,2.7007819228687087,True,146844
6,8921.0,7.75,4.989908101476674,2.760091898523326,True,26627
8,18440.0,7.76,5.012021348030727,2.747978651969273,True,69681
8,19534.0,7.81,5.014720252262358,2.7952797477376414,True,117806
4,7987.0,7.94,4.988974098824411,2.9510259011755897,True,80790
8,9872.0,2.15,4.990884043225772,-2.840884043225772,True,72117
3,6967.0,2.17,4.987142843348286,-2.817142843348286,True,65914
5,17646.0,2.35,5.012117816509919,-2.662117816509919,True,167297
6,16714.0,7.85,5.009133476867081,2.8408665231329184,True,19803
9,7982.0,2.09,4.9855363121259835,-2.8955363121259836,True,196118
4,18796.0,2.25,5.015639963394527,-2.765639963394527,True,22243
7,7727.0,7.63,4.986277406341434,2.643722593658566,True,155906
4,12574.0,7.78,5.0002902539528336,2.7797097460471667,True,153979
7,7550.0,7.59,4.985840746333208,2.6041592536667917,True,6751
2,13921.0,2.0,5.004983491293579,-3.0049834912935793,True,144206
7,7317.0,2.11,4.985265934005996,-2.8752659340059963,True,63590
4,12027.0,7.85,4.998940801837017,2.8510591981629823,True,83867
9,8499.0,2.34,4.986811754070914,-2.6468117540709137,True,199853
10,5248.0,7.79,4.978106428218611,2.811893571781389,True,154051
5,7489.0,2.3,4.987060439653719,-2.6870604396537194,True,114217
6,9363.0,2.02,4.99099851799439,-2.97099851799439,True,191013
5,11681.0,7.91,4.997402127532147,2.9125978724678534,True,116048
5,18337.0,7.62,5.013822517445987,2.6061774825540134,True,197435
6,14963.0,2.03,5.004813749893053,-2.974813749893053,True,180493
1,10818.0,7.82,4.998013462952292,2.8219865370477084,True,124221
8,6971.0,7.71,4.983727259701125,2.7262727402988753,True,22607
8,14282.0,7.7,5.001763538345969,2.698236461654031,True,133389
1,9536.0,2.17,4.994850761649776,-2.8248507616497758,True,174650
6,12501.0,7.97,4.998739981869033,2.971260018130967,True,1510
7,11877.0,2.02,4.996515479980622,-2.976515479980622,True,97378
6,11850.0,7.84,4.997133961160814,2.842866038839186,True,138199
3,6388.0,7.96,4.985714447050192,2.974285552949808,True,187715
8,18690.0,7.87,5.012638099454774,2.857361900545226,True,2975
1,7002.0,7.8,4.988599369215631,2.8114006307843686,True,177399
2,12198.0,2.04,5.000732840479045,-2.9607328404790447,True,21030
4,10109.0,2.35,4.994209084911725,-2.6442090849117252,True,156452
10,19641.0,2.29,5.013614041203872,-2.723614041203872,True,140679
7,10486.0,8.0,4.993083875057222,3.0069161249427783,True,154175
2,13773.0,2.19,5.004618374450543,-2.8146183744505433,True,60740
7,8508.0,2.06,4.988204137790158,-2.9282041377901575,True,83233
8,10412.0,7.87,4.992216226301714,2.877783773698286,True,108722
10,7310.0,7.7,4.983193393964155,2.7168066060358456,True,140778
2,10554.0,7.83,4.996677083114508,2.833322916885492,True,157137
4,5656.0,2.23,4.983223508546592,-2.753223508546592,True,196357
3,18406.0,2.03,5.015362921507002,-2.985362921507002,True,20433
9,17414.0,2.24,5.008805109852446,-2.7688051098524458,True,73814
10,8768.0,2.03,4.9867902882692,-2.9567902882692,True,2749
4,14429.0,7.97,5.0048665495192655,2.9651334504807343,True,25048
5,19236.0,7.62,5.016040355566861,2.6039596444331394,True,172796
1,15676.0,7.99,5.009998176624382,2.980001823375618,True,85601
7,17586.0,7.76,5.010599615500169,2.7494003844998307,True,182551
6,14674.0,7.65,5.0041007852468535,2.645899214753147,True,104217
6,14316.0,7.85,5.003217597207618,2.846782402792382,True,66743
5,15657.0,7.94,5.007210942180198,2.932789057819803,True,158563
10,5028.0,7.94,4.97756368696545,2.9624363130345506,True,44071
3,16761.0,2.08,5.01130469713677,-2.9313046971367696,True,186330
7,15769.0,2.07,5.006117066150193,-2.9361170661501927,True,155672
6,18257.0,7.91,5.012940066656302,2.897059933343698,True,128158
8,6593.0,2.17,4.9827947315479655,-2.8127947315479656,True,138633
7,8208.0,2.25,4.987464036081301,-2.7374640360813007,True,107143
2,17906.0,2.13,5.014814508992896,-2.8848145089928963,True,143087
5,8878.0,7.7,4.990487110565726,2.709512889434274,True,32787
8,8869.0,7.7,4.988409636512493,2.711590363487507,True,168851
3,19452.0,7.89,5.017943409465216,2.8720565905347835,True,65276
1,10689.0,2.17,4.997695219217483,-2.8276952192174827,True,24352
2,12181.0,2.16,5.000690901382209,-2.8406909013822093,True,900
8,12418.0,7.79,4.997165039728271,2.792834960271729,True,112168
8,18295.0,2.06,5.011663632204779,-2.9516636322047787,True,87765
3,7773.0,2.08,4.989131249939415,-2.9091312499394153,True,66741
10,14876.0,2.26,5.001858759061528,-2.741858759061528,True,76262
4,9186.0,2.19,4.991932038654142,-2.8019320386541424,True,145064
8,14016.0,7.76,5.001107314830782,2.7588926851692177,True,143872
5,6972.0,7.65,4.985784997708788,2.664215002291212,True,30907
7,12872.0,2.24,4.99897015064833,-2.75897015064833,True,193810
4,8759.0,7.6,4.9908786272218695,2.60912137277813,True,54145
5,19720.0,7.71,5.017234386323817,2.6927656136761833,True,118128
4,6429.0,2.25,4.985130503949747,-2.7351305039497467,True,175590
6,6247.0,7.59,4.983311328245062,2.606688671754938,True,174576
6,14493.0,2.32,5.003654257215843,-2.6836542572158435,True,69062
2,5904.0,2.17,4.985205506627225,-2.8152055066272252,True,74855
10,18400.0,7.96,5.0105524871349,2.9494475128651,True,178635
2,6625.0,7.98,4.986984217734178,2.9930157822658225,True,27027
1,10238.0,2.11,4.996582599648502,-2.8865825996485017,True,71776
4,16884.0,2.27,5.010923048503412,-2.740923048503412,True,146310
4,17053.0,7.71,5.011339972466068,2.698660027533932,True,159660
5,14703.0,2.26,5.004857418746032,-2.744857418746032,True,103102
9,11782.0,2.27,4.994910933771505,-2.7249109337715054,True,152834
3,5185.0,7.88,4.982746639197676,2.897253360802324,True,170669
3,10645.0,7.95,4.996216490298872,2.953783509701128,True,19815
1,5593.0,7.85,4.9851233581897,2.8648766418102998,True,105083
3,19238.0,2.23,5.017415470246232,-2.787415470246232,True,129239
9,10022.0,2.28,4.990569003746211,-2.7105690037462113,True,99216
9,9661.0,2.21,4.9896784146898865,-2.7796784146898865,True,42178
10,18398.0,7.99,5.010547553123508,2.9794524468764925,True,29891
2,9706.0,2.05,4.9945850622841395,-2.9445850622841396,True,93403
6,10290.0,7.61,4.9932854322747575,2.616714567725243,True,162210
1,10412.0,2.24,4.997011858639638,-2.757011858639638,True,68474
5,17301.0,7.72,5.011266699544733,2.7087333004552665,True,147324
3,13711.0,7.69,5.003780329763391,2.6862196702366097,True,149025
8,19675.0,2.19,5.015068100065521,-2.8250681000655207,True,135657
10,11285.0,7.73,4.99299974160651,2.7370002583934907,True,146563
1,14396.0,2.07,5.006840409333258,-2.9368404093332585,True,68219
1,6885.0,7.65,4.988310729549177,2.6616892704508235,True,164
6,12719.0,2.23,4.999277789110803,-2.7692777891108027,True,137543
5,16994.0,2.2,5.010509328796004,-2.8105093287960035,True,103030
1,17812.0,2.1,5.015267700791443,-2.915267700791443,True,177129
6,17766.0,2.36,5.0117287668594726,-2.6517287668594727,True,32526
3,5337.0,2.01,4.983121624063497,-2.973121624063497,True,108520
4,6764.0,2.19,4.98595695085797,-2.79595695085797,True,167355
4,17192.0,7.73,5.011682886257838,2.7183171137421622,True,177407
5,9137.0,2.35,4.99112606504104,-2.6411260650410395,True,37114
4,5791.0,7.78,4.9835565543155775,2.7964434456844227,True,150670
10,18276.0,2.11,5.010246578428573,-2.900246578428573,True,7895
10,8932.0,7.96,4.9871948772033745,2.9728051227966255,True,38283
7,18436.0,2.4,5.012696570341931,-2.612696570341931,True,172141
1,12820.0,2.08,5.002952408356063,-2.922952408356063,True,136328
3,16671.0,7.81,5.011082666624112,2.798917333375887,True,113203
7,16965.0,2.36,5.009067604962835,-2.6490676049628354,True,122448
10,12024.0,7.87,4.9948228588159935,2.8751771411840066,True,159711
9,19287.0,2.29,5.01342581152141,-2.72342581152141,True,184186
7,14893.0,2.31,5.00395596916033,-2.69395596916033,True,1335
6,14589.0,7.88,5.003891089762678,2.8761089102373223,True,38492
3,18545.0,7.68,5.015705835298772,2.6642941647012277,True,113020
3,17735.0,7.66,5.013707560684859,2.6462924393151415,True,97748
1,18511.0,7.74,5.01699213777308,2.72300786222692,True,19565
4,11670.0,7.99,4.998060080803477,2.991939919196523,True,167714
5,5263.0,7.71,4.981568884974,2.728431115026,True,182267
1,7803.0,7.77,4.990575440778279,2.77942455922172,True,52633
9,5747.0,2.34,4.980022554394999,-2.6400225543949993,True,147690
5,16306.0,7.67,5.008812028877025,2.661187971122975,True,190628
2,5431.0,2.04,4.9840386129329275,-2.9440386129329275,True,85873
2,9025.0,2.21,4.992905031405034,-2.7829050314050336,True,22706
10,17150.0,7.71,5.007468730014663,2.7025312699853368,True,101945
1,15892.0,7.7,5.010531049854759,2.6894689501452413,True,48531
5,13127.0,2.01,5.000969417768837,-2.990969417768837,True,188612
8,9278.0,7.8,4.989418641842235,2.8105813581577648,True,18730
10,11235.0,2.12,4.9928763913217,-2.8728763913217,True,96785
4,7035.0,2.05,4.986625509401637,-2.9366255094016376,True,89872
7,7198.0,2.14,4.9849723603281495,-2.8449723603281494,True,64176
4,8825.0,7.91,4.991041449597818,2.9189585504021824,True,155197
6,18482.0,7.65,5.013495142937945,2.6365048570620555,True,93528
8,5411.0,7.9,4.979878730815069,2.920121269184931,True,150948
9,10904.0,2.34,4.992744902770251,-2.6527449027702508,True,39142
7,10417.0,7.83,4.9929136516641845,2.8370863483358155,True,177422
2,18347.0,2.4,5.0159024585049155,-2.6159024585049155,True,113531
5,10985.0,7.79,4.995685091567599,2.7943149084324013,True,42050
6,19898.0,2.1,5.01698842300375,-2.9169884230037497,True,112252
8,12049.0,7.69,4.996254714626377,2.6937452853736232,True,116255
8,17601.0,2.4,5.009951530251623,-2.609951530251623,True,17912
7,17296.0,7.98,5.009884183848274,2.9701158161517265,True,70146
1,8235.0,2.23,4.991641187239033,-2.7616411872390327,True,165731
8,16027.0,2.26,5.00606846328582,-2.7460684632858205,True,48921
4,16344.0,7.91,5.0095908654274695,2.9004091345725307,True,166143
4,8221.0,2.31,4.989551378157319,-2.6795513781573193,True,98506
5,19584.0,2.1,5.016898873549135,-2.9168988735491346,True,3422
4,18951.0,7.78,5.016022349277436,2.7639776507225644,True,119581
9,18810.0,2.33,5.0122490498043275,-2.6822490498043274,True,54684
3,11509.0,8.0,4.9983479832203805,3.0016520167796195,True,9891
10,8178.0,2.11,4.985334754908448,-2.875334754908448,True,65144
3,7701.0,2.03,4.988953625529289,-2.9589536255292894,True,92501
8,19168.0,7.69,5.013817328177552,2.676182671822448,True,160618
1,17714.0,2.31,5.015025934233217,-2.7050259342332166,True,43902
1,5973.0,2.17,4.986060820354251,-2.8160608203542514,True,150981
7,11241.0,7.65,4.994946464357845,2.655053535642155,True,136339
10,12640.0,7.63,4.996342534324847,2.633657465675153,True,4268
6,16209.0,7.73,5.007887638990505,2.7221123610094953,True,38191
8,5782.0,2.26,4.9807939899283555,-2.7207939899283557,True,81023
6,12031.0,2.05,4.997580489191824,-2.9475804891918242,True,104755
7,18041.0,7.98,5.011722103091936,2.9682778969080648,True,103161
5,15559.0,2.32,5.006969175621971,-2.686969175621971,True,4770
3,6906.0,7.66,4.986992356000819,2.6730076439991812,True,107788
9,15045.0,2.03,5.002960773358173,-2.972960773358173,True,129912
7,15955.0,7.8,5.006575929209684,2.7934240707903157,True,191386
8,12767.0,7.86,4.998026024716241,2.8619739752837594,True,32683
5,13222.0,2.09,5.001203783309975,-2.9112037833099755,True,11384
2,5856.0,2.38,4.985087090353808,-2.605087090353808,True,46400
6,11352.0,2.29,4.9959053923241115,-2.7059053923241114,True,24729
8,19402.0,7.64,5.014394607510461,2.625605392489539,True,24727
4,11623.0,2.04,4.997944131535757,-2.957944131535757,True,80167
9,14117.0,2.2,5.000671392072109,-2.8006713920721085,True,138878
9,19474.0,2.35,5.013887141586597,-2.663887141586597,True,29637
2,7774.0,2.04,4.9898188072791,-2.9498188072791,True,90000
6,18435.0,7.83,5.013379193670223,2.8166208063297766,True,132103
6,13131.0,7.89,5.0002941954576325,2.889705804542367,True,93742
4,10251.0,7.84,4.994559399720584,2.8454406002794155,True,36378
3,7422.0,7.98,4.988265330940052,2.991734669059948,True,161620
9,12141.0,7.84,4.995796588816438,2.844203411183562,True,30280
10,15603.0,7.7,5.0036522722026575,2.6963477277973427,True,184736
5,18789.0,2.22,5.014937604020664,-2.794937604020664,True,17717
7,18925.0,7.67,5.0139029361273675,2.6560970638726324,True,67734
6,12615.0,2.02,4.999021220518399,-2.979021220518399,True,69235
5,16097.0,2.28,5.008296424686521,-2.7282964246865213,True,51358
9,13775.0,7.76,4.999827676124012,2.760172323875988,True,143187
10,8680.0,2.26,4.986573191767935,-2.726573191767935,True,57564
10,8614.0,2.31,4.986410369391987,-2.6764103693919865,True,193779
1,10273.0,7.65,4.996668944847868,2.6533310551521323,True,26191
7,10071.0,2.38,4.992060067693303,-2.612060067693303,True,151952
7,17257.0,2.18,5.009787970626123,-2.8297879706261226,True,179682
2,11914.0,7.95,5.000032210861327,2.9499677891386735,True,195429
2,7975.0,7.6,4.990314675424035,2.609685324575965,True,198024
5,19038.0,7.88,5.015551888439015,2.8644481115609848,True,131655
6,13876.0,2.38,5.002132114701294,-2.6221321147012944,True,109046
2,6453.0,2.09,4.986559892754434,-2.896559892754434,True,150528
7,17870.0,7.83,5.011300245117887,2.818699754882113,True,107619
5,11982.0,2.02,4.9981446962467,-2.9781446962467,True,183924
2,15560.0,7.98,5.009026913629635,2.970973086370366,True,145737
5,17802.0,7.92,5.012502669398525,2.9074973306014753,True,167059
9,7419.0,7.63,4.984147387919029,2.6458526120809713,True,199190
10,16662.0,2.0,5.0062648312349225,-3.0062648312349225,True,19013
1,7645.0,2.04,4.990185653878281,-2.9501856538782807,True,133483
2,13219.0,2.21,5.003251653294854,-2.7932516532948544,True,25733
3,16645.0,2.09,5.011018524476011,-2.921018524476011,True,170517
3,19249.0,2.04,5.017442607308889,-2.9774426073088893,True,29778
3,19666.0,2.31,5.0184713486842005,-2.7084713486842005,True,91583
3,5304.0,2.28,4.9830402128755225,-2.7030402128755227,True,199590
7,9882.0,7.75,4.9915938036167224,2.7584061963832776,True,80053
8,15399.0,2.29,5.004519183708613,-2.714519183708613,True,43257
2,11755.0,7.73,4.999639956955632,2.730360043044368,True,40274
10,17942.0,2.31,5.009422598526045,-2.6994225985260454,True,118923
2,14109.0,7.72,5.005447288364463,2.7145527116355366,True,35473
6,16414.0,2.35,5.008393375158224,-2.6583933751582243,True,72832
4,5562.0,2.2,4.98299161001115,-2.78299161001115,True,127947
10,8401.0,7.73,4.985884897178698,2.7441151028213024,True,69668
7,9063.0,7.93,4.989573325951543,2.9404266740484566,True,81722
5,10419.0,2.07,4.994288766343555,-2.924288766343555,True,153431
10,13858.0,2.27,4.999347347262806,-2.7293473472628063,True,56123
3,5767.0,2.15,4.984182436512858,-2.8341824365128585,True,197054
3,19614.0,2.34,5.018343064387999,-2.678343064387999,True,133998
7,11829.0,7.75,4.996397063707205,2.753602936292795,True,11560
10,14140.0,7.99,5.000043042869132,2.989956957130868,True,133525
3,6287.0,7.85,4.985465279474877,2.864534720525123,True,26976
8,7976.0,7.97,4.986206600425795,2.9837933995742043,True,192563
8,12941.0,7.7,4.998455283707378,2.701544716292622,True,37989
1,16428.0,7.67,5.011853364907917,2.6581466350920833,True,136140
3,13874.0,2.23,5.004182451691869,-2.774182451691869,True,41323
8,19095.0,7.97,5.01363723676173,2.9563627632382694,True,46288
10,6019.0,2.08,4.980008489610374,-2.900008489610374,True,89858
3,17627.0,7.94,5.0134411240696695,2.926558875930331,True,73553
8,7207.0,2.25,4.984309473045426,-2.7343094730454256,True,131788
3,9626.0,7.66,4.993702611494455,2.666297388505545,True,195102
3,7717.0,2.11,4.988993097620429,-2.878993097620429,True,40288
9,12354.0,7.65,4.996322061029725,2.653677938970275,True,123915
7,11265.0,7.97,4.995005672494553,2.9749943275054465,True,128663
10,7605.0,2.17,4.983921160644531,-2.813921160644531,True,142983
9,14899.0,2.09,5.002600590526529,-2.9126005905265293,True,60168
5,13684.0,7.71,5.002343539941615,2.7076564600583852,True,133565
6,12384.0,7.68,4.998451342202579,2.6815486577974204,True,107808
5,8850.0,7.99,4.990418034406233,2.9995819655937668,True,71342
6,10317.0,2.19,4.993352041428555,-2.8033520414285547,True,50652
1,5059.0,7.69,4.983805977147934,2.706194022852066,True,5235
3,10892.0,7.81,4.9968258407058315,2.813174159294168,True,20929
4,16660.0,7.7,5.010370439227465,2.689629560772535,True,95813
8,8454.0,7.71,4.987385829148574,2.7226141708514255,True,122847
2,13470.0,7.62,5.003870871724597,2.6161291282754027,True,5841
5,11095.0,7.87,4.995956462194179,2.8740435378058207,True,182601
8,17879.0,2.34,5.010637357835164,-2.6706373578351643,True,111007
7,11189.0,7.64,4.994818180061643,2.6451818199383563,True,39305
2,12607.0,7.72,5.001741845808786,2.718258154191214,True,65102
1,17350.0,2.0,5.014127944159804,-3.014127944159804,True,32877
4,19073.0,2.07,5.0163233239723715,-2.9463233239723716,True,157058
6,19302.0,2.32,5.01551808760882,-2.69551808760882,True,81774
7,19668.0,2.06,5.015735921359637,-2.955735921359637,True,146454
6,6252.0,2.19,4.983323663273543,-2.793323663273543,True,78632
7,12398.0,7.98,4.997800789948337,2.9821992100516637,True,140095
8,13240.0,7.65,4.9991929184105395,2.650807081589461,True,184256
6,16319.0,2.35,5.008159009617086,-2.6581590096170857,True,92299
6,18510.0,2.24,5.013564219097438,-2.7735642190974374,True,18594
2,13199.0,2.22,5.00320231318093,-2.78320231318093,True,163360
10,12677.0,2.23,4.996433813535606,-2.7664338135356057,True,141884
9,15823.0,7.77,5.004880103789809,2.765119896210191,True,28000
6,9639.0,7.82,4.991679411566538,2.8283205884334626,True,59310
3,19855.0,7.78,5.018937612760781,2.7610623872392193,True,73709
9,19518.0,7.85,5.0139956898372295,2.83600431016277,True,142268
7,14671.0,2.12,5.003408293895776,-2.8834082938957755,True,107848
4,7767.0,7.86,4.9884313575712484,2.871568642428752,True,119692
8,12556.0,2.29,4.997505486514346,-2.7075054865143455,True,166405
5,16377.0,7.97,5.008987186281455,2.961012813718545,True,172328
1,10132.0,2.23,4.996321097044706,-2.7663210970447056,True,77662
9,11828.0,2.14,4.99502441603353,-2.85502441603353,True,21862
9,7669.0,2.3,4.984764139343076,-2.684764139343076,True,180194
6,14356.0,2.13,5.003316277435466,-2.8733162774354657,True,24509
3,15850.0,2.05,5.009057254947541,-2.959057254947541,True,52852
3,8244.0,7.68,4.990293209622321,2.689706790377679,True,58818
7,13475.0,7.68,5.000457755083133,2.679542244916867,True,33220
5,13869.0,7.82,5.00279993599541,2.8172000640045907,True,29528
8,16737.0,7.79,5.007820037330115,2.7821799626698853,True,24666
2,11807.0,7.89,4.999768241251834,2.8902317587481656,True,12649
7,17534.0,2.33,5.010471331203967,-2.680471331203967,True,115476
8,13545.0,7.98,4.999945355147877,2.9800546448521237,True,196937
3,9616.0,7.77,4.993677941437493,2.7763220585625064,True,19547
7,12440.0,2.36,4.997904404187577,-2.637904404187577,True,99205
2,11368.0,7.82,4.998685225751207,2.821314774248793,True,115518
1,6175.0,7.91,4.986559155504882,2.9234408444951185,True,116930
4,10657.0,7.7,4.995561004033237,2.704438995966763,True,103069
6,8763.0,7.73,4.989518314576675,2.740481685423325,True,154671
5,7781.0,2.21,4.987780805317006,-2.777780805317006,True,170167
2,15387.0,2.37,5.008600121644194,-2.6386001216441937,True,155556
4,17544.0,7.72,5.012551272262897,2.707448727737103,True,189081
2,17129.0,2.24,5.012897645566956,-2.772897645566956,True,72412
9,17852.0,2.13,5.009885658347377,-2.8798856583473773,True,40389
8,5498.0,2.11,4.980093360310637,-2.8700933603106376,True,42922
7,15814.0,2.18,5.006228081406521,-2.8262280814065206,True,153780
7,13036.0,7.8,4.999374739582506,2.800625260417494,True,65864
7,10550.0,7.67,4.993241763421778,2.6767582365782223,True,41339
6,5105.0,7.7,4.980494007740013,2.719505992259987,True,194214
9,8259.0,7.74,4.986219672703828,2.7537803272961723,True,84518
7,14124.0,7.82,5.00205884177996,2.81794115822004,True,138332
4,8518.0,7.77,4.990284078849087,2.7797159211509124,True,168552
7,15907.0,2.22,5.006457512936267,-2.7864575129362668,True,5327
4,9572.0,7.82,4.992884302852872,2.8271156971471285,True,12401
1,13730.0,7.77,5.005197383539596,2.764802616460403,True,89295
1,17956.0,2.39,5.015622949611695,-2.6256229496116945,True,117249
10,14149.0,7.61,5.000065245920397,2.609934754079603,True,199472
2,19168.0,7.73,5.017927870181488,2.7120721298185124,True,53290
8,16313.0,7.7,5.006774026914931,2.6932259730850694,True,103381
1,17781.0,2.37,5.0151912236148615,-2.6451912236148614,True,47397
5,10126.0,7.75,4.993565933674572,2.7564340663254283,True,167820
8,6159.0,7.8,4.981724051075819,2.818275948924181,True,176194
1,6447.0,2.08,4.987230181054246,-2.9072301810542456,True,87092
10,15831.0,7.99,5.004214749501389,2.985785250498611,True,52324
8,18176.0,2.21,5.011370058526932,-2.801370058526932,True,30960
9,6054.0,7.77,4.98077992514373,2.78922007485627,True,13003
3,18042.0,7.71,5.014464931433588,2.6955350685664117,True,15168
6,17573.0,7.8,5.011252634760108,2.7887473652398915,True,132808
2,5103.0,2.31,4.983229435064577,-2.673229435064577,True,64333
10,9976.0,7.6,4.989770431150197,2.6102295688498023,True,180374
6,17033.0,2.18,5.009920451684166,-2.8299204516841656,True,144739
9,7386.0,2.36,4.9840659767310544,-2.6240659767310546,True,193303
9,10739.0,2.38,4.992337846830379,-2.6123378468303793,True,22595
4,9973.0,2.36,4.993873572137043,-2.6338735721370434,True,103536
3,18520.0,2.22,5.015644160156367,-2.795644160156367,True,94123
9,12976.0,2.27,4.997856538572756,-2.727856538572756,True,107017
4,18963.0,7.85,5.01605195334579,2.8339480466542097,True,27104
4,16257.0,7.89,5.0093762359319,2.8806237640680994,True,149964
6,13469.0,7.72,5.001128043382945,2.718871956617055,True,196454
8,8367.0,7.63,4.987171199653006,2.6428288003469937,True,125364
3,12319.0,7.92,5.000346257834294,2.919653742165706,True,101693
7,12042.0,2.01,4.9969225359204925,-2.9869225359204927,True,16187
8,11299.0,7.8,4.994404460354235,2.805595539645765,True,76616
3,14670.0,7.93,5.006146188226037,2.923853811773963,True,109386
7,18139.0,7.85,5.011963869650162,2.8380361303498374,True,110571
1,13377.0,2.19,5.004326530528841,-2.814326530528841,True,192504
2,19119.0,2.13,5.017806986902374,-2.8878069869023744,True,103300
6,17577.0,2.25,5.011262502782893,-2.761262502782893,True,54092
6,9539.0,7.67,4.991432710996919,2.678567289003081,True,178215
10,13942.0,2.21,4.9995545757412865,-2.7895545757412865,True,31693
1,12284.0,2.29,5.001630093302905,-2.7116300933029054,True,145296
10,10837.0,7.9,4.991894523054617,2.9081054769453836,True,64149
2,13100.0,2.21,5.002958079617008,-2.7929580796170077,True,12594
5,15713.0,2.04,5.007349094499184,-2.967349094499184,True,106849
3,19753.0,2.04,5.01868597817977,-2.9786859781797697,True,4545
9,19462.0,2.18,5.013857537518243,-2.833857537518243,True,7528
8,12700.0,2.1,4.997860735334597,-2.897860735334597,True,37644
10,11202.0,7.77,4.992794980133726,2.7772050198662734,True,142407
10,19892.0,7.95,5.014233259633616,2.9357667403663843,True,127194
4,12090.0,2.28,4.9990962231958775,-2.7190962231958777,True,139035
6,8009.0,2.06,4.9876581922817484,-2.9276581922817484,True,117852
6,6873.0,7.91,4.984855673810877,2.9251443261891232,True,74985
5,14488.0,2.28,5.004327012521352,-2.724327012521352,True,21353
1,18620.0,7.89,5.017261041393965,2.8727389586060346,True,73561
6,14855.0,2.03,5.004547313277864,-2.974547313277864,True,121359
3,6783.0,7.83,4.986688914300188,2.8433110856998125,True,126096
7,8682.0,2.03,4.988633396781295,-2.958633396781295,True,61554
8,8448.0,2.02,4.987371027114397,-2.9673710271143974,True,62215
2,13346.0,7.85,5.00356496301827,2.8464350369817293,True,164982
6,18345.0,2.12,5.013157163157566,-2.893157163157566,True,30469
7,8127.0,7.95,4.9872642086199095,2.9627357913800907,True,72912
9,5681.0,7.94,4.979859732019051,2.9601402679809494,True,134472
9,15633.0,2.27,5.004411372707533,-2.7344113727075325,True,198392
8,8907.0,2.35,4.988503382728949,-2.6385033827289486,True,51507
9,13693.0,7.99,4.999625381656924,2.9903746183430764,True,76784
1,18091.0,7.62,5.01595599538068,2.60404400461932,True,132977
